,TopHitNum,DriftRate,SNR,Freq,ChanIndx,FreqStart,FreqEnd,CoarseChanNum,FullNumHitsInRange,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,max_drift_rate,obs_length,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
2057,843,-0.114798,36.185165,2180.725912,362341,2180.729994,2180.721836,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
2058,844,0.239162,36.503841,2180.721157,364043,2180.725239,2180.71708,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
2059,845,-0.124364,28.871075,2180.70945,368233,2180.713532,2180.705374,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
2060,846,0.229596,56.017525,2180.702348,370775,2180.70643,2180.698271,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
2061,847,-0.124364,23.66898,2180.687699,376018,2180.691781,2180.683623,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
2062,848,-0.124364,35.752388,2180.679175,379069,2180.683257,2180.675098,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
2063,849,-0.124364,21.354458,2180.670357,382225,2180.674439,2180.666281,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
2064,850,0.229596,30.114111,2180.665311,384031,2180.669393,2180.661235,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
2065,851,-0.114798,32.007977,2180.656247,387275,2180.660329,2180.652171,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
2066,852,0.19133,19.120348,2180.647977,390235,2180.652059,2180.643901,331,674964,spliced_blc0x1x2x_guppi_59524_17215_OFF_HD13908_0033.rawspec.0000.h5,OFF_HD13908,59524.199247685188,2h18m14.496s,65d35m36.96s,18.253611,-2.793968,10.000000,292.057776,,on_table_2,,,687.0000002905726
