,TopHitNum,DriftRate,SNR,Freq,ChanIndx,FreqStart,FreqEnd,CoarseChanNum,FullNumHitsInRange,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,max_drift_rate,obs_length,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
396,397,-9.040333,25.264305,1625.929744,541045,1625.938931,1625.920563,213,75194058,spliced_blc0x1x2x_guppi_59524_12684_OFF_HD13908_0016.rawspec.0000.h5,OFF_HD13908,59524.146805555552,2h18m14.472s,65d35m35.88s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_396,on_table_1,2,0,0.0
2935,453,-13.32612,32.347466,1625.923673,543218,1625.932859,1625.914492,213,82104380,spliced_blc0x1x2x_guppi_59524_13383_OFF_HD13908_0018.rawspec.0000.h5,OFF_HD13908,59524.154895833337,2h18m14.4s,65d35m37.32s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_396,on_table_2,,0,699.0000005811453
5616,383,-19.333876,15.041763,1625.912136,547347,1625.921323,1625.902955,213,59985496,spliced_blc0x1x2x_guppi_59524_14080_OFF_HD13908_0020.rawspec.0000.h5,OFF_HD13908,59524.162962962961,2h18m14.52s,65d35m36.24s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_396,on_table_3,,0,1396.000000066124
411,412,-19.448673,14.056067,1624.085139,152679,1624.094325,1624.075958,214,4972768,spliced_blc0x1x2x_guppi_59524_12684_OFF_HD13908_0016.rawspec.0000.h5,OFF_HD13908,59524.146805555552,2h18m14.472s,65d35m35.88s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_411,on_table_1,2,0,0.0
2958,476,-2.257692,12.451584,1624.072985,157029,1624.082171,1624.063804,214,11836333,spliced_blc0x1x2x_guppi_59524_13383_OFF_HD13908_0018.rawspec.0000.h5,OFF_HD13908,59524.154895833337,2h18m14.4s,65d35m37.32s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_411,on_table_2,,0,699.0000005811453
5637,404,-13.498317,22.373346,1624.055201,163394,1624.064388,1624.04602,214,25319247,spliced_blc0x1x2x_guppi_59524_14080_OFF_HD13908_0020.rawspec.0000.h5,OFF_HD13908,59524.162962962961,2h18m14.52s,65d35m36.24s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_411,on_table_3,,0,1396.000000066124
426,427,-20.539253,13.327577,1622.721649,640691,1622.730835,1622.712468,214,4972768,spliced_blc0x1x2x_guppi_59524_12684_OFF_HD13908_0016.rawspec.0000.h5,OFF_HD13908,59524.146805555552,2h18m14.472s,65d35m35.88s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_426,on_table_1,2,0,0.0
2990,508,-3.683099,32.767963,1622.712107,644106,1622.721294,1622.702926,214,11836333,spliced_blc0x1x2x_guppi_59524_13383_OFF_HD13908_0018.rawspec.0000.h5,OFF_HD13908,59524.154895833337,2h18m14.4s,65d35m37.32s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_426,on_table_2,,0,699.0000005811453
5663,430,10.724035,18.79324,1622.691139,651611,1622.700325,1622.681958,214,25319247,spliced_blc0x1x2x_guppi_59524_14080_OFF_HD13908_0020.rawspec.0000.h5,OFF_HD13908,59524.162962962961,2h18m14.52s,65d35m36.24s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_426,on_table_3,,0,1396.000000066124
427,428,-19.888733,17.121037,1622.687903,652769,1622.69709,1622.678722,214,4972768,spliced_blc0x1x2x_guppi_59524_12684_OFF_HD13908_0016.rawspec.0000.h5,OFF_HD13908,59524.146805555552,2h18m14.472s,65d35m35.88s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_427,on_table_1,2,0,0.0
2991,509,-11.651984,10.070608,1622.667027,660241,1622.676213,1622.657846,214,11836333,spliced_blc0x1x2x_guppi_59524_13383_OFF_HD13908_0018.rawspec.0000.h5,OFF_HD13908,59524.154895833337,2h18m14.4s,65d35m37.32s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_427,on_table_2,,0,699.0000005811453
5664,431,-22.261221,16.889982,1622.665518,660781,1622.674705,1622.656337,214,25319247,spliced_blc0x1x2x_guppi_59524_14080_OFF_HD13908_0020.rawspec.0000.h5,OFF_HD13908,59524.162962962961,2h18m14.52s,65d35m36.24s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_427,on_table_3,,0,1396.000000066124
445,446,-22.309053,25.9636,1621.675786,1015020,1621.684972,1621.666605,214,4972768,spliced_blc0x1x2x_guppi_59524_12684_OFF_HD13908_0016.rawspec.0000.h5,OFF_HD13908,59524.146805555552,2h18m14.472s,65d35m35.88s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_445,on_table_1,2,0,0.0
3003,521,-5.519865,18.859007,1621.666837,1018223,1621.676023,1621.657656,214,11836333,spliced_blc0x1x2x_guppi_59524_13383_OFF_HD13908_0018.rawspec.0000.h5,OFF_HD13908,59524.154895833337,2h18m14.4s,65d35m37.32s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_445,on_table_2,,0,699.0000005811453
5675,442,-14.627163,14.018624,1621.6371,1028866,1621.646287,1621.627919,214,25319247,spliced_blc0x1x2x_guppi_59524_14080_OFF_HD13908_0020.rawspec.0000.h5,OFF_HD13908,59524.162962962961,2h18m14.52s,65d35m36.24s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_445,on_table_3,,0,1396.000000066124
450,451,-22.146423,32.926994,1621.339627,86760,1621.348813,1621.330446,215,21180975,spliced_blc0x1x2x_guppi_59524_12684_OFF_HD13908_0016.rawspec.0000.h5,OFF_HD13908,59524.146805555552,2h18m14.472s,65d35m35.88s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_450,on_table_1,2,0,0.0
3012,530,12.656466,28.983318,1621.31516,95517,1621.324346,1621.305979,215,9716338,spliced_blc0x1x2x_guppi_59524_13383_OFF_HD13908_0018.rawspec.0000.h5,OFF_HD13908,59524.154895833337,2h18m14.4s,65d35m37.32s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_450,on_table_2,,0,699.0000005811453
5678,445,7.251399,10.412562,1621.304252,99421,1621.313439,1621.295071,215,12711575,spliced_blc0x1x2x_guppi_59524_14080_OFF_HD13908_0020.rawspec.0000.h5,OFF_HD13908,59524.162962962961,2h18m14.52s,65d35m36.24s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_450,on_table_3,,0,1396.000000066124
456,457,-16.492628,25.58304,1621.170536,147280,1621.179722,1621.161355,215,21180975,spliced_blc0x1x2x_guppi_59524_12684_OFF_HD13908_0016.rawspec.0000.h5,OFF_HD13908,59524.146805555552,2h18m14.472s,65d35m35.88s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_456,on_table_1,2,0,0.0
3017,535,-19.314743,30.915489,1621.164409,149473,1621.173595,1621.155228,215,9716338,spliced_blc0x1x2x_guppi_59524_13383_OFF_HD13908_0018.rawspec.0000.h5,OFF_HD13908,59524.154895833337,2h18m14.4s,65d35m37.32s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_456,on_table_2,,0,699.0000005811453
5681,448,-8.437644,36.09103,1621.138296,158819,1621.147483,1621.129115,215,12711575,spliced_blc0x1x2x_guppi_59524_14080_OFF_HD13908_0020.rawspec.0000.h5,OFF_HD13908,59524.162962962961,2h18m14.52s,65d35m36.24s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_456,on_table_3,,0,1396.000000066124
459,460,-15.488147,44.190735,1621.047699,191245,1621.056885,1621.038518,215,21180975,spliced_blc0x1x2x_guppi_59524_12684_OFF_HD13908_0016.rawspec.0000.h5,OFF_HD13908,59524.146805555552,2h18m14.472s,65d35m35.88s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_459,on_table_1,2,0,0.0
3020,538,12.436437,16.713896,1621.037803,194787,1621.046989,1621.028622,215,9716338,spliced_blc0x1x2x_guppi_59524_13383_OFF_HD13908_0018.rawspec.0000.h5,OFF_HD13908,59524.154895833337,2h18m14.4s,65d35m37.32s,18.253611,-2.793968,22.515000,292.057776,OFF_HD13908_459,on_table_2,,0,699.0000005811453
